user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,lat,lng
1080751926415949825,1215984854166360064,2020-01-11T13:12:35Z,EuphaIdc,"Eurosurveillanc: Possible places of exposure: destinations visited by travellers before #ChikungunyaVirus infection, #Myanmar, 2019 https://t.co/24z6bJkfg3

#chikungunya #CHIKV #outbreak #travel #surveillance https://t.co/9zWFzsvkjJ",IFTTT,232,,,,FALSE,FALSE,0,0,,,ChikungunyaVirus|Myanmar|chikungunya|CHIKV|outbreak|travel|surveillance,,ow.ly/1HsE50xRiSr,https://t.co/24z6bJkfg3,http://ow.ly/1HsE50xRiSr,http://pbs.twimg.com/media/EOAJB4xW4AASf_J.jpg,https://t.co/9zWFzsvkjJ,https://twitter.com/Eurosurveillanc/status/1215981829922140161/photo/1,photo,http://pbs.twimg.com/media/EOAJB4xW4AASf_J.jpg,https://t.co/9zWFzsvkjJ,https://twitter.com/Eurosurveillanc/status/1215981829922140161/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/EuphaIdc/status/1215984854166360064,EUPHA-IDC section,"",Official twitter account for the Infectious Diseases Control Section of @EUPHActs- managed by @epi_michael @odoneanna and @ricmexia,https://t.co/oXKT249uwU,FALSE,301,234,3,1880,62,2019-01-03T09:05:13Z,FALSE,https://t.co/oXKT249uwU,https://eupha.org/infectious-diseases-control,,https://pbs.twimg.com/profile_banners/1080751926415949825/1546507391,,http://pbs.twimg.com/profile_images/1080756204123680768/7QHknRnv_normal.jpg,,
1080751926415949825,1215924399112704000,2020-01-11T09:12:22Z,EuphaIdc,"Eurosurveillanc: Travel-associated #chikungunya acquired in #Myanmar in 2019 https://t.co/24z6bJkfg3

#ChikungunyaVirus #CHIKV #outbreak #travel #surveillance https://t.co/OG6D1rlFv1",IFTTT,182,,,,FALSE,FALSE,1,0,,,chikungunya|Myanmar|ChikungunyaVirus|CHIKV|outbreak|travel|surveillance,,ow.ly/1HsE50xRiSr,https://t.co/24z6bJkfg3,http://ow.ly/1HsE50xRiSr,http://pbs.twimg.com/media/EN_SIudXsAAYGJU.jpg,https://t.co/OG6D1rlFv1,https://twitter.com/Eurosurveillanc/status/1215921473686327301/photo/1,photo,http://pbs.twimg.com/media/EN_SIudXsAAYGJU.jpg,https://t.co/OG6D1rlFv1,https://twitter.com/Eurosurveillanc/status/1215921473686327301/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/EuphaIdc/status/1215924399112704000,EUPHA-IDC section,"",Official twitter account for the Infectious Diseases Control Section of @EUPHActs- managed by @epi_michael @odoneanna and @ricmexia,https://t.co/oXKT249uwU,FALSE,301,234,3,1880,62,2019-01-03T09:05:13Z,FALSE,https://t.co/oXKT249uwU,https://eupha.org/infectious-diseases-control,,https://pbs.twimg.com/profile_banners/1080751926415949825/1546507391,,http://pbs.twimg.com/profile_images/1080756204123680768/7QHknRnv_normal.jpg,,
1080751926415949825,1215297761165414400,2020-01-09T15:42:20Z,EuphaIdc,"Eurosurveillanc: The first 2020 issue of #Eurosurveillance has been published: https://t.co/TTFtFfLNV9 

#PublicHealth #InfectiousDisease #chikungunya #outbreak #Myanmar #tuberculosis #TB #TreatmentOutcomes #Serbia #InfluenzaVaccine #VE #RepeatVaccinati… https://t.co/lgT4Rq6hCW",IFTTT,278,,,,FALSE,FALSE,0,0,,,Eurosurveillance|PublicHealth|InfectiousDisease|chikungunya|outbreak|Myanmar|tuberculosis|TB|TreatmentOutcomes|Serbia|InfluenzaVaccine|VE|RepeatVaccinati,,eurosurveillance.org,https://t.co/TTFtFfLNV9,http://eurosurveillance.org,http://pbs.twimg.com/media/EN2YGKWWkAAgRnF.png,https://t.co/lgT4Rq6hCW,https://twitter.com/Eurosurveillanc/status/1215294707783348225/photo/1,photo,http://pbs.twimg.com/media/EN2YGKWWkAAgRnF.png,https://t.co/lgT4Rq6hCW,https://twitter.com/Eurosurveillanc/status/1215294707783348225/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/EuphaIdc/status/1215297761165414400,EUPHA-IDC section,"",Official twitter account for the Infectious Diseases Control Section of @EUPHActs- managed by @epi_michael @odoneanna and @ricmexia,https://t.co/oXKT249uwU,FALSE,301,234,3,1880,62,2019-01-03T09:05:13Z,FALSE,https://t.co/oXKT249uwU,https://eupha.org/infectious-diseases-control,,https://pbs.twimg.com/profile_banners/1080751926415949825/1546507391,,http://pbs.twimg.com/profile_images/1080756204123680768/7QHknRnv_normal.jpg,,
455839750,1215921473686327301,2020-01-11T09:00:44Z,Eurosurveillanc,"Travel-associated #chikungunya acquired in #Myanmar in 2019 https://t.co/uoNAtj6qpU

#ChikungunyaVirus #CHIKV #outbreak #travel #surveillance https://t.co/kHyodwv2B1",Hootsuite Inc.,141,,,,FALSE,FALSE,0,0,,,chikungunya|Myanmar|ChikungunyaVirus|CHIKV|outbreak|travel|surveillance,,ow.ly/1HsE50xRiSr,https://t.co/uoNAtj6qpU,http://ow.ly/1HsE50xRiSr,http://pbs.twimg.com/media/EN_SIudXsAAYGJU.jpg,https://t.co/kHyodwv2B1,https://twitter.com/Eurosurveillanc/status/1215921473686327301/photo/1,photo,http://pbs.twimg.com/media/EN_SIudXsAAYGJU.jpg,https://t.co/kHyodwv2B1,https://twitter.com/Eurosurveillanc/status/1215921473686327301/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Eurosurveillanc/status/1215921473686327301,Eurosurveillance,"Stockholm, Sweden","Europe's journal on infectious disease epidemiology, prevention and control 

Impact factor 2017: 7.1  
RTs ≠ endorsement",http://t.co/dYNmY5Z5dH,FALSE,10171,67,268,3873,18,2012-01-05T15:38:11Z,FALSE,http://t.co/dYNmY5Z5dH,http://www.eurosurveillance.org,,https://pbs.twimg.com/profile_banners/455839750/1409309183,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/869173648652984320/8FxUI9BI_normal.jpg,,
455839750,1215981829922140161,2020-01-11T13:00:34Z,Eurosurveillanc,"Possible places of exposure: destinations visited by travellers before #ChikungunyaVirus infection, #Myanmar, 2019 https://t.co/uoNAtj6qpU

#chikungunya #CHIKV #outbreak #travel #surveillance https://t.co/acSJofMupD",Hootsuite Inc.,191,,,,FALSE,FALSE,0,1,,,ChikungunyaVirus|Myanmar|chikungunya|CHIKV|outbreak|travel|surveillance,,ow.ly/1HsE50xRiSr,https://t.co/uoNAtj6qpU,http://ow.ly/1HsE50xRiSr,http://pbs.twimg.com/media/EOAJB4xW4AASf_J.jpg,https://t.co/acSJofMupD,https://twitter.com/Eurosurveillanc/status/1215981829922140161/photo/1,photo,http://pbs.twimg.com/media/EOAJB4xW4AASf_J.jpg,https://t.co/acSJofMupD,https://twitter.com/Eurosurveillanc/status/1215981829922140161/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Eurosurveillanc/status/1215981829922140161,Eurosurveillance,"Stockholm, Sweden","Europe's journal on infectious disease epidemiology, prevention and control 

Impact factor 2017: 7.1  
RTs ≠ endorsement",http://t.co/dYNmY5Z5dH,FALSE,10171,67,268,3873,18,2012-01-05T15:38:11Z,FALSE,http://t.co/dYNmY5Z5dH,http://www.eurosurveillance.org,,https://pbs.twimg.com/profile_banners/455839750/1409309183,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/869173648652984320/8FxUI9BI_normal.jpg,,
455839750,1215294707783348225,2020-01-09T15:30:12Z,Eurosurveillanc,"The first 2020 issue of #Eurosurveillance has been published: https://t.co/KCCRk2sMtE 

#PublicHealth #InfectiousDisease #chikungunya #outbreak #Myanmar #tuberculosis #TB #TreatmentOutcomes #Serbia #InfluenzaVaccine #VE #RepeatVaccination #OlderAdults #Canada #reviewers https://t.co/yLZ61OQ6pI",Hootsuite Inc.,270,,,,FALSE,FALSE,4,4,,,Eurosurveillance|PublicHealth|InfectiousDisease|chikungunya|outbreak|Myanmar|tuberculosis|TB|TreatmentOutcomes|Serbia|InfluenzaVaccine|VE|RepeatVaccination|OlderAdults|Canada|reviewers,,eurosurveillance.org,https://t.co/KCCRk2sMtE,http://eurosurveillance.org,http://pbs.twimg.com/media/EN2YGKWWkAAgRnF.png,https://t.co/yLZ61OQ6pI,https://twitter.com/Eurosurveillanc/status/1215294707783348225/photo/1,photo,http://pbs.twimg.com/media/EN2YGKWWkAAgRnF.png,https://t.co/yLZ61OQ6pI,https://twitter.com/Eurosurveillanc/status/1215294707783348225/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Eurosurveillanc/status/1215294707783348225,Eurosurveillance,"Stockholm, Sweden","Europe's journal on infectious disease epidemiology, prevention and control 

Impact factor 2017: 7.1  
RTs ≠ endorsement",http://t.co/dYNmY5Z5dH,FALSE,10171,67,268,3873,18,2012-01-05T15:38:11Z,FALSE,http://t.co/dYNmY5Z5dH,http://www.eurosurveillance.org,,https://pbs.twimg.com/profile_banners/455839750/1409309183,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/869173648652984320/8FxUI9BI_normal.jpg,,
544722510,1215963579012173825,2020-01-11T11:48:03Z,virus_genome,Genome Sequences of Chikungunya Virus Strains from Bangladesh and Thailand. https://t.co/gHJppIloL0,dlvr.it,99,,,,FALSE,FALSE,0,0,,,,,dlvr.it/RMrNPp,https://t.co/gHJppIloL0,http://dlvr.it/RMrNPp,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/virus_genome/status/1215963579012173825,virus_genome,"","",,FALSE,129,21,4,4843,0,2012-04-03T22:25:17Z,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/521180909693706240/M3tk_fXm_normal.png,,
1096880640509820939,1213779225112719360,2020-01-05T11:08:12Z,mosquito_papers,Continual circulation of ECSA genotype and identification of a novel mutation I317V in E1 gene of Chikungunya viral strains in southern India during 2015-2016. https://t.co/oCtfIU3MOa,IFTTT,183,,,,FALSE,FALSE,2,0,,,,,ift.tt/2MXSc15,https://t.co/oCtfIU3MOa,https://ift.tt/2MXSc15,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/mosquito_papers/status/1213779225112719360,MosquitoPapers,"","Twitter bot 🤖 of #mosquito 🦟 papers 📚 in #PubMed, #bioRxiv, #arXiv, #PeerJ, and #F1000. Curated by @DianeEilerts. 📷: James Gathany, CDC",,FALSE,356,0,3,3326,6,2019-02-16T21:14:58Z,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1096882938078285824/5206TlG__normal.jpg,,
1096880640509820939,1215953089884303360,2020-01-11T11:06:22Z,mosquito_papers,Recent Progress in Vaccine Development Against Chikungunya Virus. https://t.co/qZrVV0v62G,IFTTT,89,,,,FALSE,FALSE,1,1,,,,,ift.tt/2uEw0mq,https://t.co/qZrVV0v62G,https://ift.tt/2uEw0mq,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/mosquito_papers/status/1215953089884303360,MosquitoPapers,"","Twitter bot 🤖 of #mosquito 🦟 papers 📚 in #PubMed, #bioRxiv, #arXiv, #PeerJ, and #F1000. Curated by @DianeEilerts. 📷: James Gathany, CDC",,FALSE,356,0,3,3326,6,2019-02-16T21:14:58Z,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1096882938078285824/5206TlG__normal.jpg,,
1096880640509820939,1214876542750351360,2020-01-08T11:48:33Z,mosquito_papers,"Use of Nanotrap particles for the capture and enrichment of Zika, chikungunya and dengue viruses in urine. https://t.co/OpVvs0fyXb",IFTTT,130,,,,FALSE,FALSE,0,1,,,,,ift.tt/2tBs7OH,https://t.co/OpVvs0fyXb,https://ift.tt/2tBs7OH,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/mosquito_papers/status/1214876542750351360,MosquitoPapers,"","Twitter bot 🤖 of #mosquito 🦟 papers 📚 in #PubMed, #bioRxiv, #arXiv, #PeerJ, and #F1000. Curated by @DianeEilerts. 📷: James Gathany, CDC",,FALSE,356,0,3,3326,6,2019-02-16T21:14:58Z,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1096882938078285824/5206TlG__normal.jpg,,
